,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,Term in Months,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies
13808,774171,976325,17000,17000,16950.0,36,12.99%,572.72,C,C1,Bank of America,1 year,RENT,35400.0,Verified,Jun-11,Charged Off,debt_consolidation,Consolidation Loan,112xx,NY,15.97,0,Nov-01,1,78,0,4,0,277,35.60%,26,0.0,0.0,12627.04,12589.93,9574.46,3002.42,28.59096893,21.57,0.0,Apr-13,1174.08,,May-16,0,0,0.0
13817,775378,977625,5000,5000,5000.0,60,15.99%,121.57,D,D2,city of new haven board of education,10+ years,RENT,65004.0,Source Verified,Jun-11,Charged Off,other,Personal Loan,065xx,CT,3.43,2,Nov-96,1,15,49,15,1,2274,25.80%,33,0.0,0.0,6078.5,6078.5,3852.35,2195.75,0.0,30.4,5.472,Aug-15,121.57,,Apr-16,0,0,0.0
13840,762932,963499,18000,18000,17750.0,60,12.99%,409.47,C,C1,Dick's Sporting Goods,3 years,MORTGAGE,60000.0,Not Verified,Jun-11,Charged Off,debt_consolidation,Debt Conso/Refi *Great Credit/Income*,333xx,FL,19.66,0,Sep-02,0,0,0,9,0,22107,48.20%,23,0.0,0.0,20064.04,19784.7,13712.62,6287.44,0.0,63.98,11.5164,Jul-15,409.47,,May-16,0,0,0.0
13844,775020,977241,7000,7000,6975.0,60,10.99%,152.17,B,B3,ARINC,9 years,MORTGAGE,120000.0,Not Verified,Jun-11,Charged Off,home_improvement,Home Improvement,741xx,OK,17.03,0,Jan-85,0,0,0,14,0,19237,75.20%,23,0.0,0.0,5661.17,5640.97,3477.15,1696.63,0.0,487.39,4.873899997,May-14,25.28,,Apr-14,0,0,0.0
13847,774919,977134,14000,14000,14000.0,36,16.49%,495.6,D,D3,Valet1,4 years,RENT,45000.0,Source Verified,Jun-11,Charged Off,other,S.M.A.R.T.,852xx,AZ,14.03,0,Dec-05,0,0,0,7,0,3898,40.20%,12,0.0,0.0,4681.45,4681.45,1878.82,1088.24,0.0,1714.39,308.5902,Dec-11,495.6,,May-12,0,0,0.0
13851,772043,973887,3500,3500,3500.0,60,10.59%,75.39,B,B2,Olympic College,1 year,RENT,54000.0,Not Verified,Jun-11,Charged Off,other,moving on,983xx,WA,8.38,0,Jul-77,0,47,0,12,0,2183,11.50%,36,0.0,0.0,2110.92,2110.92,1395.34,698.78,0.0,16.8,0.0,Oct-13,75.39,,May-16,0,0,0.0
13856,774836,977043,12925,12925,12925.0,60,11.49%,284.19,B,B4,Leavers Lace Corp,10+ years,MORTGAGE,75000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,debt consolidation,028xx,RI,11.25,0,Aug-82,1,0,0,19,0,20553,27%,47,0.0,0.0,2271.87,2271.87,1318.58,939.98,0.0,13.31,0.0,Feb-12,284.19,,Apr-16,0,0,0.0
13859,774758,976954,2350,2350,2350.0,36,12.99%,79.17,C,C1,Lafayette Ford,< 1 year,OWN,36000.0,Not Verified,Jun-11,Charged Off,small_business,Small Business Loan,283xx,NC,22.5,1,Aug-99,3,15,0,5,0,65,3.60%,13,0.0,0.0,412.16,412.16,217.94,98.02,0.0,96.2,0.94,Oct-11,79.17,,Mar-12,0,0,0.0
13868,774609,976794,7800,7800,7750.0,60,17.99%,198.03,E,E1,crete carrier corp.,2 years,RENT,45000.0,Verified,Jun-11,Charged Off,credit_card,Credit Card Payoff loan,921xx,CA,7.47,0,Mar-99,0,30,0,10,0,9725,60%,16,0.0,0.0,1781.65,1770.25,770.8,1001.39,0.0,9.46,0.0,Mar-12,198.03,,Apr-16,0,0,0.0
13870,774573,976757,8875,8875,8625.0,36,11.99%,294.74,B,B5,Clark Nexsen,2 years,MORTGAGE,37000.0,Not Verified,Jun-11,Charged Off,debt_consolidation,payin it off,234xx,VA,19.2,0,Aug-05,0,0,0,7,0,7207,90.10%,8,0.0,0.0,8823.18,8574.65,6890.21,1654.93,0.0,278.04,2.780400003,Nov-13,294.74,,Apr-14,0,0,0.0
13873,774455,976630,4000,4000,4000.0,60,12.99%,91.0,C,C1,Bjs wholesale club,3 years,RENT,12000.0,Source Verified,Jun-11,Charged Off,major_purchase,Major purchase,331xx,FL,11.0,0,Nov-07,0,0,0,3,0,264,6.90%,6,0.0,0.0,1637.33,1637.33,821.94,622.7,0.0,192.69,1.69,Oct-12,91.0,,Mar-13,0,0,0.0
13876,773935,976023,10000,10000,10000.0,60,11.49%,219.88,B,B4,N and B Marine Supply,7 years,RENT,43008.0,Not Verified,Jun-11,Charged Off,other,save me,086xx,NJ,19.95,0,Jan-00,0,44,0,4,0,1014,15.60%,11,0.0,0.0,8703.52,8703.52,5439.46,2618.5,15.0,630.56,6.3056,Jul-14,377.16,,Dec-14,0,0,0.0
13879,774454,962218,29000,29000,24299.99517,60,20.99%,784.39,F,F3,Eagle Mountain- Saginaw ISD,2 years,MORTGAGE,58000.0,Verified,Jun-11,Charged Off,home_improvement,Home Improvement Loan,761xx,TX,11.73,2,Mar-99,0,5,0,8,0,18256,92.20%,22,0.0,0.0,3619.12,3031.89,844.72,1504.82,0.0,1269.58,12.46,Sep-11,784.39,,May-16,0,0,0.0
13889,774290,976453,35000,34675,34650.0,60,16.89%,859.72,D,D4,State of Illinois,10+ years,MORTGAGE,117600.0,Verified,Jun-11,Charged Off,credit_card,Pay Off Credit Cards,623xx,IL,10.97,0,Jun-96,1,0,0,11,0,9223,23.20%,27,0.0,0.0,12893.53,12884.35,6134.64,6758.89,0.0,0.0,0.0,Oct-12,51.6,,May-16,0,0,0.0
13891,772732,974723,2000,2000,1900.0,36,18.39%,72.7,E,E2,affordable spiral stairs,1 year,RENT,24000.0,Not Verified,Jun-11,Charged Off,other,personal,850xx,AZ,22.6,0,May-06,3,0,0,3,0,0,,16,0.0,0.0,89.79,89.79,0.0,0.0,0.0,89.79,0.85,,0.0,,Nov-11,0,0,0.0
13898,774216,976377,12000,12000,12000.0,60,16.49%,294.96,D,D3,Doctor Charles Dorato,10+ years,RENT,48000.0,Verified,Jun-11,Charged Off,small_business,Small Business Loan,100xx,NY,18.63,0,Nov-88,0,0,0,9,0,11376,57.70%,18,0.0,0.0,7138.55,7138.55,3642.22,3451.38,44.95127927,0.0,0.0,Jul-13,30.19,,Apr-16,0,0,0.0
13901,773926,976015,2000,2000,2000.0,36,6.99%,61.75,A,A3,,,MORTGAGE,26784.0,Not Verified,Jun-11,Charged Off,other,PERSONAL,216xx,MD,9.99,0,May-73,0,36,0,8,0,828,5.30%,23,0.0,0.0,1049.87,1049.87,835.69,150.07,0.0,64.11,11.5398,Oct-12,61.75,,Mar-13,0,0,0.0
13906,774066,976166,8400,8400,8400.0,60,16.89%,208.27,D,D4,"The Wet Seal, Inc.",< 1 year,RENT,44400.0,Source Verified,Jun-11,Charged Off,wedding,Wedding Loan,926xx,CA,11.38,0,May-01,0,64,0,10,0,6403,66.30%,15,0.0,0.0,10586.73,10586.73,6259.35,3880.92,0.0,446.46,80.3628,Jul-15,208.27,,Jan-16,0,0,0.0
13910,771972,973801,12000,12000,12000.0,60,16.89%,297.53,D,D4,Cleveland Housing Network,4 years,MORTGAGE,49200.0,Not Verified,Jun-11,Charged Off,debt_consolidation,Debt,441xx,OH,23.0,0,Oct-98,2,61,0,15,0,9930,62.50%,35,0.0,0.0,3567.99,3567.99,1653.36,1914.63,0.0,0.0,0.0,Jul-12,33.12,,May-16,0,0,0.0
13920,773791,959602,32000,32000,32000.0,60,14.79%,757.76,C,C4,,6 years,RENT,60000.0,Verified,Jun-11,Charged Off,debt_consolidation,one loan easy pay,112xx,NY,19.64,0,Jun-05,1,0,0,8,0,236,0.60%,18,0.0,0.0,2180.09,2180.09,362.9,393.91,0.0,1423.28,13.76,Jul-11,757.76,,Dec-11,0,0,0.0
13933,773414,975456,12000,12000,12000.0,60,13.49%,276.06,C,C2,Print Media,4 years,RENT,48000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation Loan,331xx,FL,19.13,0,Feb-96,0,0,0,8,0,14383,81.70%,13,0.0,0.0,4690.64,4690.64,2288.18,1845.07,0.0,557.39,5.2,Sep-12,276.06,,Feb-13,0,0,0.0
13946,773111,975126,2400,2400,2400.0,36,8.49%,75.76,A,A5,URS corp,3 years,RENT,22800.0,Not Verified,Jun-11,Charged Off,car,bike loan,984xx,WA,5.26,0,Dec-95,1,0,0,3,0,797,5%,3,0.0,0.0,2277.69,2277.69,1882.42,310.48,14.99771458,69.79,0.6979,Nov-13,393.8,,Apr-14,0,0,0.0
13947,773092,975107,8000,8000,7925.0,36,17.49%,287.18,D,D5,,10+ years,RENT,25000.0,Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation - Wedding Expenses,921xx,CA,18.72,0,Sep-94,0,0,0,4,0,20802,99.50%,5,0.0,0.0,7393.5,7324.07,4574.44,2342.35,0.0,476.71,4.7671,Nov-13,287.73,,Jan-14,0,0,0.0
13959,772827,974819,20000,20000,19950.0,60,11.49%,439.76,B,B4,Lowes,10+ years,MORTGAGE,42000.0,Verified,Jun-11,Charged Off,home_improvement,Addition to house,703xx,LA,4.97,0,Aug-97,2,0,0,8,0,4812,7.60%,26,0.0,0.0,7914.4,7894.8,4818.17,3096.23,0.0,0.0,0.0,Jan-13,66.06,,May-16,0,0,0.0
13969,772782,974777,12325,12325,12075.0,60,11.49%,271.0,B,B4,kappa graphics,2 years,RENT,42000.0,Not Verified,Jun-11,Charged Off,house,House Loan,186xx,PA,17.03,0,Sep-98,1,0,0,11,0,29254,33.60%,18,0.0,0.0,12325.0,12075.0,0.0,0.0,0.0,12325.0,0.0,,0.0,,May-16,0,0,0.0
13971,769636,971125,7000,7000,7000.0,60,17.49%,175.82,D,D5,M.A. Industries,6 years,MORTGAGE,42000.0,Not Verified,Jun-11,Charged Off,major_purchase,Riding lawn mowers,302xx,GA,10.0,0,Feb-01,1,74,0,7,0,8805,59.90%,10,0.0,0.0,659.15,659.15,147.9,201.94,0.0,309.31,2.96,Aug-11,175.82,,Jan-12,0,0,0.0
13988,772516,974451,18000,18000,17950.0,60,15.99%,437.63,D,D2,DOJ-BOP,< 1 year,RENT,38616.0,Verified,Jun-11,Charged Off,debt_consolidation,Debt Consol,425xx,KY,21.47,0,Jan-00,1,0,0,7,0,8445,68.10%,13,0.0,0.0,6562.97,6544.91,3242.23,3320.74,0.0,0.0,0.0,Oct-12,25.18,,May-16,0,0,0.0
13989,772326,974247,28000,28000,27975.0,60,19.69%,737.01,E,E5,Insight,8 years,MORTGAGE,160000.0,Verified,Jun-11,Charged Off,debt_consolidation,cc consolidation,433xx,OH,16.15,0,Jun-97,2,0,0,16,0,28522,93.50%,40,0.0,0.0,30033.75,30007.09,13421.53,13110.83,0.0,3501.39,630.2502,Jul-14,111.56,,Nov-14,0,0,0.0
13993,772405,974334,35000,35000,34950.0,60,20.62%,939.41,F,F2,LG-Ericsson,4 years,MORTGAGE,120000.0,Verified,Jun-11,Charged Off,debt_consolidation,debt consilidation,840xx,UT,20.14,0,Nov-98,2,0,0,9,0,70276,81.70%,22,0.0,0.0,51745.45,51671.58,30788.51,20909.99,46.94600026,0.0,0.0,Jan-16,939.41,,May-16,0,0,0.0
13994,771171,972916,18000,18000,18000.0,36,22.48%,691.91,G,G2,Trapeze Networks,10+ years,MORTGAGE,300000.0,Verified,Jun-11,Charged Off,debt_consolidation,Consolidation,023xx,MA,19.32,0,Oct-84,0,53,0,26,0,70177,74.90%,43,0.0,0.0,13719.62,13719.62,8000.64,5136.91,0.0,582.07,6.19,Jan-13,691.91,,Jun-13,0,0,0.0
14001,772290,974209,6000,6000,6000.0,36,11.99%,199.26,B,B5,HMG,3 years,MORTGAGE,100000.0,Not Verified,Jun-11,Charged Off,home_improvement,Vacation Air,442xx,OH,17.88,2,Apr-93,1,19,0,11,0,13654,73.60%,29,0.0,0.0,3585.78,3585.78,2731.65,854.13,0.0,0.0,0.0,Dec-12,199.26,,May-16,0,0,0.0
14011,772112,974013,30225,30225,30175.0,60,13.99%,703.13,C,C3,Sodexo,4 years,MORTGAGE,52000.0,Verified,Jun-11,Charged Off,small_business,Small Business Loan,360xx,AL,17.1,0,Feb-02,3,0,0,9,0,9380,28%,32,0.0,0.0,10593.25,10575.76,4887.41,4243.14,0.0,1462.7,13.91,Jul-12,703.13,,Dec-12,0,0,0.0
14027,770836,972551,15400,15400,15400.0,60,17.49%,386.8,D,D5,City of Broken Arrow,10+ years,MORTGAGE,75000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,My Loan,740xx,OK,10.77,0,Jul-01,1,0,0,8,0,14315,91.20%,15,0.0,0.0,13283.35,13283.35,6265.58,5722.31,0.0,1295.46,12.9546,Feb-14,79.61,,Jun-14,0,0,0.0
14032,765661,966584,12600,12600,12600.0,60,19.69%,331.66,E,E5,JB Tyler Industries,10+ years,RENT,75000.0,Source Verified,Jun-11,Charged Off,credit_card,Lower Interest here than Credit Cards,926xx,CA,6.37,0,Feb-99,2,38,0,14,0,13844,82.10%,31,0.0,0.0,3646.39,3646.39,1484.61,2144.29,0.0,17.49,0.0,May-12,331.66,,May-16,0,0,0.0
14034,771730,973541,2000,2000,2000.0,36,13.99%,68.35,C,C3,Amarillo venom football,2 years,RENT,27600.0,Source Verified,Jun-11,Charged Off,other,Personal Loan,791xx,TX,2.83,0,Sep-04,2,80,0,8,0,1456,58.20%,12,0.0,0.0,310.37,310.37,136.28,68.17,0.0,105.92,19.0656,Sep-11,68.35,,Feb-12,0,0,0.0
14053,769906,971436,7200,7200,7175.0,60,13.49%,165.64,C,C2,westin,6 years,RENT,63996.0,Not Verified,Jun-11,Charged Off,other,travel,330xx,FL,1.09,0,Mar-04,1,0,0,5,0,533,7.60%,10,0.0,0.0,7888.88,7861.56,5306.07,2525.25,30.0,27.56,0.0,Apr-15,320.0,,May-16,0,0,0.0
14055,771377,973143,10000,10000,10000.0,36,17.99%,361.48,E,E1,Macy's East Inc.,10+ years,RENT,31504.27,Verified,Jun-11,Charged Off,debt_consolidation,debt consolidation,112xx,NY,11.5,0,May-97,0,60,0,9,0,9702,93.30%,13,0.0,0.0,7865.89,7865.89,5163.44,2408.32,0.0,294.13,3.21,Mar-13,361.48,,Sep-13,0,0,0.0
14060,771451,973225,4650,4650,4650.0,36,13.49%,157.78,C,C2,Bertie Middle School,3 years,RENT,43000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,Debt consolidation,278xx,NC,10.35,0,Sep-00,2,36,0,11,0,2166,35.20%,45,0.0,0.0,2687.73,2687.73,1789.85,724.54,0.0,173.34,1.79,Nov-12,210.37,,Mar-13,0,0,0.0
14065,769763,971274,12800,12800,12800.0,60,11.49%,281.45,B,B4,Kernersville Fire Department,5 years,MORTGAGE,40000.0,Not Verified,Jun-11,Charged Off,home_improvement,Swimming Pool,273xx,NC,20.04,0,May-00,0,0,0,13,0,24723,51.40%,27,0.0,0.0,1968.77,1968.77,1133.96,817.71,0.0,17.1,5.48,Jan-12,281.45,,May-16,0,0,0.0
14074,771304,973062,13175,13175,13175.0,60,11.99%,293.01,B,B5,Charter Schools USA,< 1 year,MORTGAGE,85000.0,Not Verified,Jun-11,Charged Off,small_business,Business Loan,330xx,FL,9.77,1,May-00,0,7,0,6,0,23315,56.90%,12,0.0,0.0,7554.22,7554.22,4337.71,2677.6,14.96006962,523.95,5.075500002,Jul-13,586.02,,Nov-13,0,0,0.0
14087,770980,972712,4600,4600,4600.0,60,20.62%,123.47,F,F2,GCRMC,1 year,RENT,48996.0,Source Verified,Jun-11,Charged Off,debt_consolidation,LendingClub,883xx,NM,9.58,0,Apr-07,1,0,0,10,0,3853,91.70%,18,0.0,0.0,1741.46,1741.46,584.45,895.04,14.97934721,246.99,2.21,Jun-12,123.47,,Mar-16,0,0,0.0
14089,737936,935204,21600,21600,21600.0,60,22.85%,607.06,G,G3,General Dynamics,10+ years,MORTGAGE,94000.0,Verified,Jun-11,Charged Off,debt_consolidation,Consol-Gen,076xx,NJ,18.79,0,Jan-04,1,0,0,7,0,23895,94.80%,12,0.0,0.0,10212.44,10212.44,2624.07,6484.26,0.0,1104.11,10.71,Dec-12,608.0,,Apr-16,0,0,0.0
14096,770892,972614,8400,8400,8400.0,60,15.99%,204.23,D,D2,Stevens Aviation,6 years,MORTGAGE,163400.0,Source Verified,Jun-11,Charged Off,other,Attain IVF proceedure,296xx,SC,4.16,5,Dec-99,1,10,0,7,0,10,0.40%,15,0.0,0.0,8496.0,8496.0,4660.19,3267.78,0.0,568.03,5.310300002,Sep-14,204.23,,Jan-15,0,0,0.0
14100,770865,972584,4500,4500,4500.0,36,15.62%,157.37,D,D1,Balous Jewelers,7 years,MORTGAGE,36000.0,Not Verified,Jun-11,Charged Off,home_improvement,Home improvement ,275xx,NC,7.8,3,Apr-95,0,11,0,8,0,2574,49.50%,14,0.0,0.0,3814.46,3814.46,2365.37,935.2,0.0,513.89,92.5002,Mar-13,157.37,,May-13,0,0,0.0
14103,770819,972531,6000,6000,6000.0,36,10.99%,196.41,B,B3,Henry Ford Village (Erickson Retirement),2 years,RENT,74000.0,Not Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation Loan,481xx,MI,15.86,0,Dec-98,1,0,0,9,0,2931,66.60%,28,0.0,0.0,2356.58,2356.58,1776.61,567.91,0.0,12.06,0.0,Jun-12,196.41,,Apr-16,0,0,0.0
14113,770669,972372,1000,1000,1000.0,36,8.49%,31.57,A,A5,Kidz Express,5 years,RENT,9600.0,Source Verified,Jun-11,Charged Off,moving,Get back on my feet,605xx,IL,9.75,0,Jul-04,0,0,0,3,0,1603,33.40%,3,0.0,0.0,387.55,387.55,278.3,67.87,0.0,41.38,0.41,May-12,31.57,,Oct-12,0,0,0.0
14121,770284,971900,16000,16000,15950.0,60,12.99%,363.97,C,C1,Schwans,< 1 year,MORTGAGE,32000.0,Verified,Jun-11,Charged Off,small_business,DVD Now Kiosk,244xx,VA,9.26,0,Dec-02,0,30,0,5,0,27265,64.50%,10,0.0,0.0,4483.18,4469.17,2200.23,1801.94,0.0,481.01,5.64,Jun-12,28.16,,Oct-12,0,0,0.0
14126,770177,971772,6000,6000,6000.0,60,16.49%,147.48,D,D3,Dyna Web Solutions,4 years,RENT,95004.0,Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation Loan,072xx,NJ,1.48,0,Oct-06,1,0,0,4,0,8038,69.90%,6,0.0,0.0,702.53,702.53,196.74,243.36,0.0,262.43,2.48,Sep-11,147.48,,Feb-12,0,0,0.0
14132,767988,969188,2000,2000,2000.0,36,5.42%,60.32,A,A1,,,MORTGAGE,12600.0,Not Verified,Jun-11,Charged Off,major_purchase,Scooter loan,325xx,FL,6.1,0,Sep-98,0,0,0,11,0,1078,8.80%,15,0.0,0.0,361.02,361.02,310.44,50.58,0.0,0.0,0.0,Dec-11,60.32,,Dec-11,0,0,0.0
14144,769930,971462,12000,12000,12000.0,60,19.69%,315.87,E,E5,Carrington College,4 years,RENT,40512.0,Source Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation,895xx,NV,16.23,0,Apr-02,1,76,0,12,0,8437,90.70%,32,0.0,0.0,5683.81,5683.81,2451.86,3231.95,0.0,0.0,0.0,Jan-13,37.08,,May-16,0,0,0.0
14149,769744,971249,5425,5425,5425.0,36,10.59%,176.56,B,B2,Modis,< 1 year,RENT,83200.0,Not Verified,Jun-11,Charged Off,debt_consolidation,Shed the Debt,554xx,MN,16.62,0,Jan-92,1,0,0,10,0,42581,76.50%,33,0.0,0.0,1057.68,1057.68,788.09,269.59,0.0,0.0,0.0,Dec-11,176.56,,May-16,0,0,0.0
14151,769818,971335,6000,6000,6000.0,36,10.99%,196.41,B,B3,Prudential,3 years,RENT,60000.0,Verified,Jun-11,Charged Off,moving,Credit Cards,070xx,NJ,18.2,0,Nov-05,0,0,0,7,0,7345,85.40%,10,0.0,0.0,5705.62,5705.62,4483.51,1015.13,0.0,206.98,2.069800003,Nov-13,30.36,,Mar-14,0,0,0.0
14153,769795,971308,17000,17000,17000.0,60,11.49%,373.79,B,B4,GEICO INSURANCE,6 years,RENT,60000.0,Verified,Jun-11,Charged Off,debt_consolidation,"Paid the previous loan, back again.",117xx,NY,16.14,0,Sep-02,0,0,0,10,0,1219,27.10%,17,0.0,0.0,9977.64,9977.64,4806.01,2972.76,0.0,2198.87,368.56,Mar-13,373.79,,Aug-13,0,0,0.0
14155,769803,971316,1550,1550,1550.0,36,7.49%,48.21,A,A4,leeds world,5 years,MORTGAGE,22000.0,Not Verified,Jun-11,Charged Off,home_improvement,nursery,156xx,PA,24.87,0,Apr-07,0,0,0,7,0,66,0.50%,10,0.0,0.0,1397.39,1397.39,1124.52,171.48,0.0,101.39,18.2502,Sep-13,48.21,,Jan-14,0,0,0.0
14156,768995,970401,7750,7750,7750.0,36,9.99%,250.04,B,B1,IBM,9 years,RENT,112000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,Debt consolidation loan,945xx,CA,15.34,0,Dec-98,2,45,0,13,0,30371,30%,26,0.0,0.0,831.53,831.53,371.71,127.19,0.0,332.63,3.25,Aug-11,250.04,,Jan-12,0,0,0.0
14160,769706,944637,5000,5000,4875.0,60,17.99%,126.94,E,E1,,5 years,MORTGAGE,60000.0,Verified,Jun-11,Charged Off,major_purchase,Major Purchase Loan,207xx,MD,3.54,1,Dec-06,3,19,0,4,0,12,0.90%,12,0.0,0.0,3139.75,3061.17,1403.94,1500.11,14.87319435,220.83,2.01,May-13,126.94,,Oct-13,0,0,0.0
14168,768277,969507,13725,13725,13725.0,60,11.49%,301.78,B,B4,Montana Resources,8 years,MORTGAGE,80000.0,Not Verified,Jun-11,Charged Off,small_business,Business Loan,597xx,MT,7.18,0,Jun-95,1,0,0,9,0,26859,63.60%,47,0.0,0.0,6311.18,6311.18,3913.24,2382.98,14.96747037,0.0,0.0,Mar-13,301.78,,May-16,0,0,0.0
14169,769643,971131,6775,6775,6775.0,36,10.59%,220.5,B,B2,LAS VEGAS METRO POLICE DEPARTMENT,5 years,MORTGAGE,84000.0,Not Verified,May-11,Charged Off,credit_card,CREDIT CARD CONSOLIDATION,891xx,NV,21.34,0,Apr-00,0,0,0,13,0,8318,78.50%,30,0.0,0.0,2592.65,2592.65,1844.32,576.45,0.0,171.88,1.93,May-12,220.5,,Oct-12,0,0,0.0
14189,769491,970957,7150,7150,7150.0,36,15.99%,251.34,D,D2,"TellaS, Ltd.",10+ years,RENT,64500.0,Not Verified,May-11,Charged Off,debt_consolidation,Balance Loan,076xx,NJ,23.81,0,Jun-99,1,0,0,11,0,18701,94%,28,0.0,0.0,3517.62,3517.62,2375.05,1129.57,0.0,13.0,0.0,Aug-12,251.34,,May-16,0,0,0.0
14195,769325,970779,5125,5125,5125.0,36,6.99%,158.23,A,A3,Adrian Farms,6 years,MORTGAGE,34800.0,Not Verified,Jun-11,Charged Off,debt_consolidation,Combine 2,561xx,MN,22.72,0,May-01,0,0,0,8,0,18071,53.60%,16,0.0,0.0,2018.14,2018.14,1587.63,307.29,0.0,123.22,1.59,Jun-12,158.23,,Nov-12,0,0,0.0
14199,769206,970648,19000,19000,18975.0,60,12.99%,432.22,C,C1,Enterprise Holdings LLC,10+ years,RENT,104004.0,Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation Loan,236xx,VA,18.65,0,Aug-95,0,72,0,16,0,39404,32%,47,0.0,0.0,19775.44,19749.66,12302.88,6251.54,0.0,1221.02,219.7836,Jan-15,432.22,,Jun-15,0,0,0.0
14205,767654,968804,19200,19200,19200.0,60,17.49%,482.25,D,D5,minova usa inc,3 years,OWN,46200.0,Not Verified,May-11,Charged Off,debt_consolidation,bills,255xx,WV,17.25,1,Jan-01,1,10,0,10,0,6520,60.40%,17,0.0,0.0,3445.23,3445.23,1041.21,1368.24,0.0,1035.78,186.4404,Nov-11,482.25,,Apr-12,0,0,0.0
14212,733448,929814,10800,10800,10800.0,36,13.99%,369.07,C,C3,"Hoana Medical, Inc",2 years,RENT,48000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,Debt consolidation,968xx,HI,9.03,2,May-85,1,10,38,6,1,4767,56.30%,16,0.0,0.0,11025.07,11025.07,8474.29,2227.99,0.0,322.79,3.227899996,Nov-13,27.26,,Mar-14,0,0,0.0
14220,768963,954342,3450,3450,3450.0,36,11.99%,114.58,B,B5,v.b.z. and sons inc.,5 years,RENT,25000.0,Verified,May-11,Charged Off,debt_consolidation,personal loan,932xx,CA,16.94,0,Jun-07,0,0,0,7,0,3626,53.30%,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,May-16,0,0,0.0
14221,768946,970346,8000,8000,8000.0,60,20.25%,213.07,F,F1,Allstate,1 year,RENT,31200.0,Source Verified,Jun-11,Charged Off,debt_consolidation,Debt Consolidation Loan,405xx,KY,21.12,0,Mar-99,0,36,0,14,0,13629,76.80%,26,0.0,0.0,9935.75,9935.75,4962.32,4382.92,15.0,575.51,103.5918,Mar-15,441.14,,Jul-15,0,0,0.0
14224,767989,969189,18000,18000,17875.0,60,16.49%,442.43,D,D3,Town of Islip,8 years,MORTGAGE,65000.0,Source Verified,May-11,Charged Off,debt_consolidation,Loan,117xx,NY,13.2,0,Dec-95,1,0,112,13,1,24867,71.70%,26,0.0,0.0,3093.58,3072.16,1421.59,1671.99,0.0,0.0,0.0,Jan-12,442.43,,Apr-16,0,0,1.0
14255,768524,969835,6100,6100,6100.0,36,14.79%,210.84,C,C4,usps post office,4 years,MORTGAGE,72000.0,Not Verified,May-11,Charged Off,home_improvement,pool loan,446xx,OH,19.78,0,Jun-99,1,0,97,14,1,13635,87.40%,32,0.0,0.0,6016.67,6016.67,3396.62,1231.3,0.0,1388.75,94.3506,Apr-13,210.84,,Jul-13,0,0,1.0
14256,768552,946713,1000,1000,1000.0,60,13.49%,23.01,C,C2,,,RENT,30000.0,Not Verified,May-11,Charged Off,other,Emergency,134xx,NY,9.88,0,Nov-99,1,0,0,8,0,5947,58.90%,10,0.0,0.0,129.64,129.64,59.84,54.82,14.97295969,0.0,0.0,Nov-11,61.02,,Apr-16,0,0,0.0
14265,768414,969718,9600,9600,9600.0,36,13.99%,328.06,C,C3,Riverside Community College District,10+ years,MORTGAGE,130000.0,Source Verified,May-11,Charged Off,home_improvement,Home Improvement,902xx,CA,19.37,0,Dec-86,1,0,0,12,0,25032,90.90%,39,0.0,0.0,6615.18,6615.18,4458.35,1862.47,0.0,294.36,3.2,Apr-13,200.0,,Aug-13,0,0,0.0
14270,768276,969506,14400,14400,14375.0,60,15.99%,350.11,D,D2,,,MORTGAGE,51800.0,Verified,May-11,Charged Off,debt_consolidation,Debt Consolidation,062xx,CT,10.96,0,Jan-00,0,80,88,9,1,17573,73.80%,17,0.0,0.0,8052.11,8038.29,4218.6,3819.9,0.0,13.61,0.0,May-13,350.11,,May-16,0,0,1.0
14272,768334,969624,28800,19025,19000.0,60,21.36%,518.56,F,F4,leam drilling systems,8 years,MORTGAGE,225000.0,Verified,Jun-11,Charged Off,other,Lawyer,773xx,TX,5.87,0,Sep-99,1,44,0,10,0,11164,74.40%,27,0.0,0.0,26686.0,26650.96,14305.78,11604.94,0.0,775.28,139.5504,Aug-15,518.56,,Mar-16,0,0,0.0
